RequirementId,RecordCount,FieldCount,DirectAbilityCount,DirectComponentCount,ParentRequirementCount,ChildRequirementCount,ContextTags,SampleAbilities,SemanticSummary,Notes
9145,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9146,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9147,1,8,5,6,2,1,Damage,"8114 (Van Horstmann's Speculum), 8161 (Flame Shield), 8303 (Divine Replenishment), 9423 (Elixir of Blades), 9473 (Daemonic Chill)",Observed in Damage contexts; direct ability usage 5; component sources 6; child requirement ids 9159.,"Requirement rows: 1; direct abilities: 5; direct components: 6; parent requirements: 2; child requirements: 9159; sample abilities: 8114 (Van Horstmann's Speculum), 8161 (Flame Shield), 8303 (Divine Replenishment), 9423 (Elixir of Blades), 9473 (Daemonic Chill); context tags: Damage."
9148,1,11,2,0,0,0,"Damage, Snare","9087 (Takedown), 9101 (Rapid Fire)","Observed in Damage, Snare contexts; direct ability usage 2.","Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 9087 (Takedown), 9101 (Rapid Fire); context tags: Damage, Snare."
9149,1,11,2,0,0,0,Damage,"9086 (Brutal Assault), 9104 (Acid Arrow)",Observed in Damage contexts; direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 9086 (Brutal Assault), 9104 (Acid Arrow); context tags: Damage."
9150,1,11,2,0,0,0,Damage,"9091 (Draw Blood), 9093 (Spiral-Fletched Arrow)",Observed in Damage contexts; direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 9091 (Draw Blood), 9093 (Spiral-Fletched Arrow); context tags: Damage."
9151,1,10,1,4,0,0,Damage,9481 (Obsessive Focus),Observed in Damage contexts; direct ability usage 1; component sources 4.,Requirement rows: 1; direct abilities: 1; direct components: 4; parent requirements: 0; sample abilities: 9481 (Obsessive Focus); context tags: Damage.
9152,1,4,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9153,1,9,1,3,1,1,,1550 (Hand-Crafted Scope),direct ability usage 1; component sources 3; child requirement ids 9159.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 1; child requirements: 9159; sample abilities: 1550 (Hand-Crafted Scope).
9154,1,29,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9155,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9156,1,10,1,1,0,0,,490 (Shared Badge Components),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 490 (Shared Badge Components).
9157,1,14,0,0,0,1,,,child requirement ids 9158.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9158.
9158,1,8,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9159,1,23,1,1,3,0,,482 (White Lion's Badge),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 3; sample abilities: 482 (White Lion's Badge).
9160,1,10,0,1,0,2,,,"component sources 1; child requirement ids 9154, 9159.","Requirement rows: 1; direct abilities: 0; direct components: 1; parent requirements: 0; child requirements: 9154, 9159."
9161,1,18,2,0,0,0,Damage,"1854 (Behind Ya!), 9086 (Brutal Assault)",Observed in Damage contexts; direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 1854 (Behind Ya!), 9086 (Brutal Assault); context tags: Damage."
9162,1,11,2,0,0,2,Damage,"8397 (Mouth of Tzeentch), 8404 (Touch of Rot)","Observed in Damage contexts; direct ability usage 2; child requirement ids 9119, 9121.","Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; child requirements: 9119, 9121; sample abilities: 8397 (Mouth of Tzeentch), 8404 (Touch of Rot); context tags: Damage."
9163,1,11,2,0,0,2,Damage,"8411 (Ferocious Assault), 8413 (Pulverize)","Observed in Damage contexts; direct ability usage 2; child requirement ids 9120, 9121.","Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; child requirements: 9120, 9121; sample abilities: 8411 (Ferocious Assault), 8413 (Pulverize); context tags: Damage."
9164,1,11,2,0,0,2,Damage,"8395 (Rend), 8407 (Touch of Instability)","Observed in Damage contexts; direct ability usage 2; child requirement ids 9119, 9120.","Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; child requirements: 9119, 9120; sample abilities: 8395 (Rend), 8407 (Touch of Instability); context tags: Damage."
9165,1,10,1,1,1,0,,3744 (Gut Ripper),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 1; sample abilities: 3744 (Gut Ripper).
9166,1,9,2,0,0,1,,"1444 (Numbing Strike), 1756 (Drop Da Basha)",direct ability usage 2; child requirement ids 9152.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; child requirements: 9152; sample abilities: 1444 (Numbing Strike), 1756 (Drop Da Basha)."
9167,1,10,1,3,0,0,,3789 (Dreadful Fear),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 3789 (Dreadful Fear).
9168,1,17,5,14,0,0,Damage,"3536 (Ensorcelled Blow), 3537 (Ether Dance), 3540 (Dazzling Strike), 3579 (Intimidating Blow), 3735 (Gusting Wind)",Observed in Damage contexts; direct ability usage 5; component sources 14.,"Requirement rows: 1; direct abilities: 5; direct components: 14; parent requirements: 0; sample abilities: 3536 (Ensorcelled Blow), 3537 (Ether Dance), 3540 (Dazzling Strike), 3579 (Intimidating Blow), 3735 (Gusting Wind); context tags: Damage."
9169,1,12,0,1,1,0,,,component sources 1.,Requirement rows: 1; direct abilities: 0; direct components: 1; parent requirements: 1.
9170,1,9,1,1,0,0,,1942 (Mork Is Watchin'),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 1942 (Mork Is Watchin').
9171,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9172,1,10,1,0,0,0,Damage,"8186 (Stop, Drop, And Roll)",Observed in Damage contexts; direct ability usage 1.,"Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; sample abilities: 8186 (Stop, Drop, And Roll); context tags: Damage."
9173,1,11,3,5,1,0,Damage,"299 (Combustion), 301 (Explosion), 8179 (Meltdown)",Observed in Damage contexts; direct ability usage 3; component sources 5.,"Requirement rows: 1; direct abilities: 3; direct components: 5; parent requirements: 1; sample abilities: 299 (Combustion), 301 (Explosion), 8179 (Meltdown); context tags: Damage."
9174,1,11,3,5,1,0,Damage,"299 (Combustion), 301 (Explosion), 8179 (Meltdown)",Observed in Damage contexts; direct ability usage 3; component sources 5.,"Requirement rows: 1; direct abilities: 3; direct components: 5; parent requirements: 1; sample abilities: 299 (Combustion), 301 (Explosion), 8179 (Meltdown); context tags: Damage."
9175,1,11,3,5,1,0,Damage,"299 (Combustion), 301 (Explosion), 8179 (Meltdown)",Observed in Damage contexts; direct ability usage 3; component sources 5.,"Requirement rows: 1; direct abilities: 3; direct components: 5; parent requirements: 1; sample abilities: 299 (Combustion), 301 (Explosion), 8179 (Meltdown); context tags: Damage."
9176,1,11,3,5,1,0,Damage,"299 (Combustion), 301 (Explosion), 8179 (Meltdown)",Observed in Damage contexts; direct ability usage 3; component sources 5.,"Requirement rows: 1; direct abilities: 3; direct components: 5; parent requirements: 1; sample abilities: 299 (Combustion), 301 (Explosion), 8179 (Meltdown); context tags: Damage."
9177,1,11,3,5,1,0,Damage,"299 (Combustion), 301 (Explosion), 8179 (Meltdown)",Observed in Damage contexts; direct ability usage 3; component sources 5.,"Requirement rows: 1; direct abilities: 3; direct components: 5; parent requirements: 1; sample abilities: 299 (Combustion), 301 (Explosion), 8179 (Meltdown); context tags: Damage."
9178,1,11,20,1,0,1,"Damage, Silence","8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate)","Observed in Damage, Silence contexts; direct ability usage 20; component sources 1; child requirement ids 9173.","Requirement rows: 1; direct abilities: 20; direct components: 1; parent requirements: 0; child requirements: 9173; sample abilities: 8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate); context tags: Damage, Silence."
9179,1,11,20,1,0,1,"Damage, Silence","8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate)","Observed in Damage, Silence contexts; direct ability usage 20; component sources 1; child requirement ids 9174.","Requirement rows: 1; direct abilities: 20; direct components: 1; parent requirements: 0; child requirements: 9174; sample abilities: 8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate); context tags: Damage, Silence."
9180,1,11,20,1,0,1,"Damage, Silence","8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate)","Observed in Damage, Silence contexts; direct ability usage 20; component sources 1; child requirement ids 9175.","Requirement rows: 1; direct abilities: 20; direct components: 1; parent requirements: 0; child requirements: 9175; sample abilities: 8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate); context tags: Damage, Silence."
9181,1,11,20,1,0,1,"Damage, Silence","8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate)","Observed in Damage, Silence contexts; direct ability usage 20; component sources 1; child requirement ids 9176.","Requirement rows: 1; direct abilities: 20; direct components: 1; parent requirements: 0; child requirements: 9176; sample abilities: 8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate); context tags: Damage, Silence."
9182,1,11,20,1,0,1,"Damage, Silence","8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate)","Observed in Damage, Silence contexts; direct ability usage 20; component sources 1; child requirement ids 9177.","Requirement rows: 1; direct abilities: 20; direct components: 1; parent requirements: 0; child requirements: 9177; sample abilities: 8158 (Ignite), 8159 (Fireball), 8160 (Sear), 8163 (Scorched Earth), 8165 (Boiling Blood), 8166 (Fiery Blast), 8169 (Pyroclastic Surge), 8170 (Detonate); context tags: Damage, Silence."
9183,1,11,5,6,2,0,Damage,"287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind)",Observed in Damage contexts; direct ability usage 5; component sources 6.,"Requirement rows: 1; direct abilities: 5; direct components: 6; parent requirements: 2; sample abilities: 287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind); context tags: Damage."
9184,1,11,5,6,0,0,Damage,"287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind)",Observed in Damage contexts; direct ability usage 5; component sources 6.,"Requirement rows: 1; direct abilities: 5; direct components: 6; parent requirements: 0; sample abilities: 287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind); context tags: Damage."
9185,1,11,5,6,1,0,Damage,"287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind)",Observed in Damage contexts; direct ability usage 5; component sources 6.,"Requirement rows: 1; direct abilities: 5; direct components: 6; parent requirements: 1; sample abilities: 287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind); context tags: Damage."
9186,1,11,5,6,1,0,Damage,"287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind)",Observed in Damage contexts; direct ability usage 5; component sources 6.,"Requirement rows: 1; direct abilities: 5; direct components: 6; parent requirements: 1; sample abilities: 287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind); context tags: Damage."
9187,1,11,5,6,1,0,Damage,"287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind)",Observed in Damage contexts; direct ability usage 5; component sources 6.,"Requirement rows: 1; direct abilities: 5; direct components: 6; parent requirements: 1; sample abilities: 287 (Dark Magic), 291 (Backlash), 292 (Miscast!), 3436 (Backlash), 9490 (Dhar Wind); context tags: Damage."
9188,1,17,21,1,0,2,"Damage, Disarm, Heal, Snare","9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite)","Observed in Damage, Disarm, Heal, Snare contexts; direct ability usage 21; component sources 1; child requirement ids 9183, 9586.","Requirement rows: 1; direct abilities: 21; direct components: 1; parent requirements: 0; child requirements: 9183, 9586; sample abilities: 9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite); context tags: Damage, Disarm, Heal, Snare."
9189,1,17,21,1,0,2,"Damage, Disarm, Heal, Snare","9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite)","Observed in Damage, Disarm, Heal, Snare contexts; direct ability usage 21; component sources 1; child requirement ids 9183, 9586.","Requirement rows: 1; direct abilities: 21; direct components: 1; parent requirements: 0; child requirements: 9183, 9586; sample abilities: 9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite); context tags: Damage, Disarm, Heal, Snare."
9190,1,17,21,1,0,2,"Damage, Disarm, Heal, Snare","9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite)","Observed in Damage, Disarm, Heal, Snare contexts; direct ability usage 21; component sources 1; child requirement ids 9185, 9586.","Requirement rows: 1; direct abilities: 21; direct components: 1; parent requirements: 0; child requirements: 9185, 9586; sample abilities: 9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite); context tags: Damage, Disarm, Heal, Snare."
9191,1,17,21,1,0,2,"Damage, Disarm, Heal, Snare","9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite)","Observed in Damage, Disarm, Heal, Snare contexts; direct ability usage 21; component sources 1; child requirement ids 9186, 9586.","Requirement rows: 1; direct abilities: 21; direct components: 1; parent requirements: 0; child requirements: 9186, 9586; sample abilities: 9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite); context tags: Damage, Disarm, Heal, Snare."
9192,1,17,21,1,0,2,"Damage, Disarm, Heal, Snare","9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite)","Observed in Damage, Disarm, Heal, Snare contexts; direct ability usage 21; component sources 1; child requirement ids 9187, 9586.","Requirement rows: 1; direct abilities: 21; direct components: 1; parent requirements: 0; child requirements: 9187, 9586; sample abilities: 9470 (Doombolt), 9471 (Chillwind), 9472 (Gloomburst), 9475 (Word of Pain), 9478 (Vision of Torment), 9479 (Arctic Blast), 9480 (Shattered Shadows), 9482 (Frostbite); context tags: Damage, Disarm, Heal, Snare."
9193,1,10,0,1,0,0,,,component sources 1.,Requirement rows: 1; direct abilities: 0; direct components: 1; parent requirements: 0.
9194,1,11,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9195,1,12,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9196,1,11,1,2,0,2,,3789 (Dreadful Fear),"direct ability usage 1; component sources 2; child requirement ids 9194, 9195.","Requirement rows: 1; direct abilities: 1; direct components: 2; parent requirements: 0; child requirements: 9194, 9195; sample abilities: 3789 (Dreadful Fear)."
9197,1,17,2,2,0,0,Damage,"14127 (King Slayer), 14128 (Nemesis)",Observed in Damage contexts; direct ability usage 2; component sources 2.,"Requirement rows: 1; direct abilities: 2; direct components: 2; parent requirements: 0; sample abilities: 14127 (King Slayer), 14128 (Nemesis); context tags: Damage."
9198,1,23,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9199,1,13,2,2,0,0,,"14111 (Orcs Fear Me), 14115 (Invigorating Victory - Orc)",direct ability usage 2; component sources 2.,"Requirement rows: 1; direct abilities: 2; direct components: 2; parent requirements: 0; sample abilities: 14111 (Orcs Fear Me), 14115 (Invigorating Victory - Orc)."
9200,1,23,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9201,1,23,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9202,1,23,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9203,1,23,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9204,1,11,0,1,3,0,,,component sources 1.,Requirement rows: 1; direct abilities: 0; direct components: 1; parent requirements: 3.
9205,1,20,1,1,0,0,,14159 (Dwarven Camaraderie),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14159 (Dwarven Camaraderie).
9206,1,20,1,1,0,0,,14160 (Orcish Camaraderie),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14160 (Orcish Camaraderie).
9207,1,20,1,1,0,0,,14161 (Empire Allegiance),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14161 (Empire Allegiance).
9208,1,20,1,1,0,0,,14162 (Chaotic Allegiance),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14162 (Chaotic Allegiance).
9209,1,20,1,1,0,0,,14163 (High Elf Lineage),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14163 (High Elf Lineage).
9210,1,20,1,1,0,0,,14164 (Dark Elf Lineage),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14164 (Dark Elf Lineage).
9211,1,19,1,1,0,0,,14160 (Orcish Camaraderie),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 14160 (Orcish Camaraderie).
9212,1,11,3,0,0,2,Damage,"1369 (Shield of Reprisal), 8347 (Oppression), 9342 (Blade of Ruin)","Observed in Damage contexts; direct ability usage 3; child requirement ids 9066, 9076.","Requirement rows: 1; direct abilities: 3; direct components: 0; parent requirements: 0; child requirements: 9066, 9076; sample abilities: 1369 (Shield of Reprisal), 8347 (Oppression), 9342 (Blade of Ruin); context tags: Damage."
9213,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9214,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9215,1,4,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9216,1,4,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9217,1,4,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9218,1,17,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9219,1,10,0,0,0,1,,,child requirement ids 9147.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9147.
9220,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9221,1,11,0,0,0,1,,,child requirement ids 9220.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9220.
9222,1,10,11,0,0,0,Damage,"14701 (King's Tale), 14704 (Greenskin Lord's Tale), 14707 (Dwarf Lord's Tale), 14710 (Empire Lord's Tale), 14713 (Chaos Lord's Tale), 14716 (High Elf Lord's Tale), 14719 (Dark Elf Lord's Tale), 15149 (Halfling Pie)",Observed in Damage contexts; direct ability usage 11.,"Requirement rows: 1; direct abilities: 11; direct components: 0; parent requirements: 0; sample abilities: 14701 (King's Tale), 14704 (Greenskin Lord's Tale), 14707 (Dwarf Lord's Tale), 14710 (Empire Lord's Tale), 14713 (Chaos Lord's Tale), 14716 (High Elf Lord's Tale), 14719 (Dark Elf Lord's Tale), 15149 (Halfling Pie); context tags: Damage."
9223,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9224,1,17,0,0,0,1,,,child requirement ids 9223.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9223.
9225,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9226,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9227,1,17,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9228,1,12,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9229,1,11,6,7,0,0,"Damage, Silence","8085 (Torment), 8100 (Silence The Heretic), 8115 (Pistol Whip), 8139 (Vitriolic Judgement), 9408 (Agonizing Wound), 9409 (Throat Slitter)","Observed in Damage, Silence contexts; direct ability usage 6; component sources 7.","Requirement rows: 1; direct abilities: 6; direct components: 7; parent requirements: 0; sample abilities: 8085 (Torment), 8100 (Silence The Heretic), 8115 (Pistol Whip), 8139 (Vitriolic Judgement), 9408 (Agonizing Wound), 9409 (Throat Slitter); context tags: Damage, Silence."
9230,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9231,1,17,1,1,0,0,,3872 (Earth's Shielding),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 3872 (Earth's Shielding).
9232,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9233,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9234,1,10,1,1,0,0,Heal,3017 (Rune of Serenity),Observed in Heal contexts; direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 3017 (Rune of Serenity); context tags: Heal.
9235,1,17,0,0,0,3,,,"child requirement ids 9236, 9237, 9238.","Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9236, 9237, 9238."
9236,1,17,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9237,1,18,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9238,1,18,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9239,1,9,24,7,0,0,,"10770 (Cannon), 10771 (Spear Chukka), 10772 (Cannon), 10773 (Hellcannon), 10774 (Ballista), 10775 (Ballista), 14437 (Spear Chukka), 14442 (Cannon)",direct ability usage 24; component sources 7.,"Requirement rows: 1; direct abilities: 24; direct components: 7; parent requirements: 0; sample abilities: 10770 (Cannon), 10771 (Spear Chukka), 10772 (Cannon), 10773 (Hellcannon), 10774 (Ballista), 10775 (Ballista), 14437 (Spear Chukka), 14442 (Cannon)."
9240,1,9,24,7,1,0,,"10770 (Cannon), 10771 (Spear Chukka), 10772 (Cannon), 10773 (Hellcannon), 10774 (Ballista), 10775 (Ballista), 14437 (Spear Chukka), 14442 (Cannon)",direct ability usage 24; component sources 7.,"Requirement rows: 1; direct abilities: 24; direct components: 7; parent requirements: 1; sample abilities: 10770 (Cannon), 10771 (Spear Chukka), 10772 (Cannon), 10773 (Hellcannon), 10774 (Ballista), 10775 (Ballista), 14437 (Spear Chukka), 14442 (Cannon)."
9241,1,10,0,0,0,1,,,child requirement ids 9242.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9242.
9242,1,17,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9243,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9244,1,9,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9245,1,10,0,0,0,1,,,child requirement ids 9057.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9057.
9246,1,12,1,0,0,0,Damage,9167 (Lion's Fury),Observed in Damage contexts; direct ability usage 1.,Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; sample abilities: 9167 (Lion's Fury); context tags: Damage.
