DomainKey,DisplayName,RawValue,Meaning,Confidence,Source,SourcePath,SourceLocation,Notes
CareerName.EntryId,Career Name Entry IDs,87,Warrior Priest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 88,"Expected repetition: this display name appears across 5 entry ids (55, 63, 71, 79, 87) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,88,Chosen,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 89,"Expected repetition: this display name appears across 5 entry ids (56, 64, 72, 80, 88) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,89,Marauder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 90,"Expected repetition: this display name appears across 5 entry ids (57, 65, 73, 81, 89) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,90,Zealot,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 91,"Expected repetition: this display name appears across 5 entry ids (58, 66, 74, 82, 90) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,91,Magus,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 92,"Expected repetition: this display name appears across 5 entry ids (59, 67, 75, 83, 91) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,92,Swordmaster,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 93,"Expected repetition: this display name appears across 5 entry ids (100, 108, 116, 124, 92) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,93,Shadow Warrior,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 94,"Expected repetition: this display name appears across 5 entry ids (101, 109, 117, 125, 93) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,94,White Lion,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 95,"Expected repetition: this display name appears across 5 entry ids (102, 110, 118, 126, 94) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,95,Archmage,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 96,"Expected repetition: this display name appears across 5 entry ids (103, 111, 119, 127, 95) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,96,Blackguard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 97,"Expected repetition: this display name appears across 5 entry ids (104, 112, 120, 128, 96) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,97,Witch Elf,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 98,"Expected repetition: this display name appears across 5 entry ids (105, 113, 121, 129, 97) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,98,Disciple of Khaine,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 99,"Expected repetition: this display name appears across 5 entry ids (106, 114, 122, 130, 98) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,99,Sorcerer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 100,"Expected repetition: this display name appears across 5 entry ids (107, 115, 123, 131, 99) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,100,Swordmaster,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 101,"Expected repetition: this display name appears across 5 entry ids (100, 108, 116, 124, 92) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,101,Shadow Warrior,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 102,"Expected repetition: this display name appears across 5 entry ids (101, 109, 117, 125, 93) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,102,White Lion,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 103,"Expected repetition: this display name appears across 5 entry ids (102, 110, 118, 126, 94) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,103,Archmage,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 104,"Expected repetition: this display name appears across 5 entry ids (103, 111, 119, 127, 95) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,104,Blackguard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 105,"Expected repetition: this display name appears across 5 entry ids (104, 112, 120, 128, 96) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,105,Witch Elf,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 106,"Expected repetition: this display name appears across 5 entry ids (105, 113, 121, 129, 97) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,106,Disciple of Khaine,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 107,"Expected repetition: this display name appears across 5 entry ids (106, 114, 122, 130, 98) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,107,Sorcerer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 108,"Expected repetition: this display name appears across 5 entry ids (107, 115, 123, 131, 99) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,108,Swordmaster,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 109,"Expected repetition: this display name appears across 5 entry ids (100, 108, 116, 124, 92) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,109,Shadow Warrior,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 110,"Expected repetition: this display name appears across 5 entry ids (101, 109, 117, 125, 93) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,110,White Lion,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 111,"Expected repetition: this display name appears across 5 entry ids (102, 110, 118, 126, 94) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,111,Archmage,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 112,"Expected repetition: this display name appears across 5 entry ids (103, 111, 119, 127, 95) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,112,Blackguard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 113,"Expected repetition: this display name appears across 5 entry ids (104, 112, 120, 128, 96) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,113,Witch Elf,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 114,"Expected repetition: this display name appears across 5 entry ids (105, 113, 121, 129, 97) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,114,Disciple of Khaine,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 115,"Expected repetition: this display name appears across 5 entry ids (106, 114, 122, 130, 98) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,115,Sorcerer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 116,"Expected repetition: this display name appears across 5 entry ids (107, 115, 123, 131, 99) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,116,Swordmaster,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 117,"Expected repetition: this display name appears across 5 entry ids (100, 108, 116, 124, 92) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,117,Shadow Warrior,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 118,"Expected repetition: this display name appears across 5 entry ids (101, 109, 117, 125, 93) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,118,White Lion,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 119,"Expected repetition: this display name appears across 5 entry ids (102, 110, 118, 126, 94) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,119,Archmage,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 120,"Expected repetition: this display name appears across 5 entry ids (103, 111, 119, 127, 95) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,120,Blackguard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 121,"Expected repetition: this display name appears across 5 entry ids (104, 112, 120, 128, 96) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,121,Witch Elf,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 122,"Expected repetition: this display name appears across 5 entry ids (105, 113, 121, 129, 97) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,122,Disciple of Khaine,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 123,"Expected repetition: this display name appears across 5 entry ids (106, 114, 122, 130, 98) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,123,Sorcerer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 124,"Expected repetition: this display name appears across 5 entry ids (107, 115, 123, 131, 99) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,124,Swordmaster,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 125,"Expected repetition: this display name appears across 5 entry ids (100, 108, 116, 124, 92) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,125,Shadow Warrior,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 126,"Expected repetition: this display name appears across 5 entry ids (101, 109, 117, 125, 93) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,126,White Lion,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 127,"Expected repetition: this display name appears across 5 entry ids (102, 110, 118, 126, 94) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,127,Archmage,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 128,"Expected repetition: this display name appears across 5 entry ids (103, 111, 119, 127, 95) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,128,Blackguard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 129,"Expected repetition: this display name appears across 5 entry ids (104, 112, 120, 128, 96) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,129,Witch Elf,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 130,"Expected repetition: this display name appears across 5 entry ids (105, 113, 121, 129, 97) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,130,Disciple of Khaine,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 131,"Expected repetition: this display name appears across 5 entry ids (106, 114, 122, 130, 98) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,131,Sorcerer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 132,"Expected repetition: this display name appears across 5 entry ids (107, 115, 123, 131, 99) — one per display context group."
Race.EntryId,Race Entry IDs,0,(empty),Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 1,
Race.EntryId,Race Entry IDs,1,Dwarf,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 2,
Race.EntryId,Race Entry IDs,2,Orc,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 3,
Race.EntryId,Race Entry IDs,3,Goblin,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 4,
Race.EntryId,Race Entry IDs,4,High Elf,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 5,
Race.EntryId,Race Entry IDs,5,Dark Elf,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 6,
Race.EntryId,Race Entry IDs,6,Empire,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 7,
Race.EntryId,Race Entry IDs,7,Chaos,Confirmed,racenames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\racenames_m.txt,line 8,
