OperationId,OperationName,AbilityId,AbilityName,ComponentId,ComponentSlotIndex,TriggerText,ContextTags,TextExcerpt,SourcePath,SourceLocation
33,AUTO_ATTACK_ADJUST,381,Intimidation - Dark Elf,9750,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244505
33,AUTO_ATTACK_ADJUST,381,Intimidation - Dark Elf,9751,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244505
33,AUTO_ATTACK_ADJUST,381,Intimidation - Dark Elf,9752,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244505
33,AUTO_ATTACK_ADJUST,381,Intimidation - Dark Elf,9753,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244505
33,AUTO_ATTACK_ADJUST,381,Intimidation - Dark Elf,9754,5,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244505
33,AUTO_ATTACK_ADJUST,382,Warding - Chaos,9755,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244699
33,AUTO_ATTACK_ADJUST,382,Warding - Chaos,9756,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244699
33,AUTO_ATTACK_ADJUST,382,Warding - Chaos,9757,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244699
33,AUTO_ATTACK_ADJUST,382,Warding - Chaos,9758,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244699
33,AUTO_ATTACK_ADJUST,382,Warding - Chaos,9759,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244699
33,AUTO_ATTACK_ADJUST,382,Warding - Chaos,9760,5,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244699
33,AUTO_ATTACK_ADJUST,481,Weight of Stone,1220,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 259554
33,AUTO_ATTACK_ADJUST,481,Weight of Stone,1221,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 259554
33,AUTO_ATTACK_ADJUST,4461,Spl_T,4184,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1435055
33,AUTO_ATTACK_ADJUST,4461,Spl_T,4185,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1435055
31,BINDING_TELEPORT,246,Caustic Torrent,1191,0,1 -> OnApply,,Returns you to your rally point.<BR>You can change your rally point by talking to the Rally Master in any chapter area.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 247
22,BONUS_TYPE_ADJUST,1,Ard Noggin,3285,2,6 -> OnEventTriggered,Damage,A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 2
22,BONUS_TYPE_ADJUST,8,Spine Fling,3300,1,3 -> OnPreviousComponentApplied,Damage,"Your Squig injects a deadly poison in to it's target, dealing {COM_0_VAL0_TOD_DAMAGE} over {COM_0_DURA_SECONDS} and reducing their chance to critically hit by  {COM_1_VAL1}% for {COM_1_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 9
22,BONUS_TYPE_ADJUST,43,Terrifying Roar,12262,0,1 -> OnApply,,Reduces the autoattack speed of all enemies within {COM_0_RADI_FEET} by {COM_0_VAL1}% for {COM_0_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 44
22,BONUS_TYPE_ADJUST,55,Unstoppable Juggernaut,9767,1,3 -> OnPreviousComponentApplied,Damage,"Your Pink Horror forces daemonic power into it's target, lowering the target's chance to critically hit by {COM_1_VAL1}% and dealing {COM_0_VAL0_TOD_ELEMENTALDAMAGE} over {COM_0_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 56
22,BONUS_TYPE_ADJUST,89,Monster Knockdown on Knockback VFXs,1333,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 195031
22,BONUS_TYPE_ADJUST,200,Shatter Will,14050,0,1 -> OnApply,,The most super mega-awesome test ability ever made. EVAR!!!!,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 201
22,BONUS_TYPE_ADJUST,202,Iron Body,1400,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 213849
22,BONUS_TYPE_ADJUST,203,Pierce,1213,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 214043
22,BONUS_TYPE_ADJUST,203,Pierce,1214,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 214043
22,BONUS_TYPE_ADJUST,228,Loot buff,1341,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 218443
22,BONUS_TYPE_ADJUST,283,Incite Torment,11351,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 227433
22,BONUS_TYPE_ADJUST,283,Incite Torment,11352,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 227433
22,BONUS_TYPE_ADJUST,283,Incite Torment,11353,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 227433
22,BONUS_TYPE_ADJUST,287,Dark Magic,11842,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,11843,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,11844,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,11845,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,11846,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,12490,5,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,12491,6,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,12492,7,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,12493,8,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,287,Dark Magic,12494,9,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228015
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,8920,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,8921,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,8922,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,8923,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,8924,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,9551,5,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,9552,6,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,9553,7,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,9554,8,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,299,Baleful Affliction,9555,9,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 230343
22,BONUS_TYPE_ADJUST,341,Ruin and Destruction,9302,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238491
22,BONUS_TYPE_ADJUST,341,Ruin and Destruction,9303,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238491
22,BONUS_TYPE_ADJUST,341,Ruin and Destruction,9304,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238491
22,BONUS_TYPE_ADJUST,341,Ruin and Destruction,9305,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238491
22,BONUS_TYPE_ADJUST,341,Ruin and Destruction,9306,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238491
22,BONUS_TYPE_ADJUST,342,Detonate,12300,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238685
22,BONUS_TYPE_ADJUST,342,Detonate,12301,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238685
22,BONUS_TYPE_ADJUST,342,Detonate,12302,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238685
22,BONUS_TYPE_ADJUST,342,Detonate,12303,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238685
22,BONUS_TYPE_ADJUST,342,Detonate,12304,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 238685
22,BONUS_TYPE_ADJUST,490,Isha's Balance,14494,9,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 260912
22,BONUS_TYPE_ADJUST,492,Portable Camp,28,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 261300
22,BONUS_TYPE_ADJUST,492,Portable Camp,29,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 261300
22,BONUS_TYPE_ADJUST,492,Portable Camp,30,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 261300
22,BONUS_TYPE_ADJUST,492,Portable Camp,31,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 261300
21,CASTTIME_CHANGE,267,Shield of Piety,1892,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1893,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1894,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1895,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1896,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1897,5,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1898,6,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1899,7,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1900,8,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,267,Shield of Piety,1901,9,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224717
21,CASTTIME_CHANGE,332,Warping The Winds,12062,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12063,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12064,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12065,3,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12066,4,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12067,5,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12068,6,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12069,7,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12070,8,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,332,Warping The Winds,12071,9,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 236745
21,CASTTIME_CHANGE,544,Rune-Etched Axe,19216,0,1 -> OnApply,,Your cast times are reduced to {COM_0_VAL0}% when you are within 20 feet of your target.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 545
21,CASTTIME_CHANGE,569,Rising Anger,19216,0,1 -> OnApply,,Your cast times are reduced to {COM_0_VAL0}% when you are within 20 feet of your target.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 570
21,CASTTIME_CHANGE,653,The Bigger They Are...,361,0,1 -> OnApply,"Root, Disarm","For the next 10 seconds, you will remove and ignore any silencing, disarming, rooting, snaring effects and your abilities will build 50% faster and may not be set back.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 654
21,CASTTIME_CHANGE,674,Unleashed Power,361,0,1 -> OnApply,"Root, Disarm","For the next 10 seconds, you will remove and ignore any silencing, disarming, rooting, snaring effects and your abilities will build 50% faster and may not be set back.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 675
21,CASTTIME_CHANGE,695,Firebomb,361,0,1 -> OnApply,"Root, Disarm","For the next 10 seconds, you will remove and ignore any silencing, disarming, rooting, snaring effects and your abilities will build 50% faster and may not be set back.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 696
21,CASTTIME_CHANGE,1565,Shield Of Aqshy,923,0,1 -> OnApply,,You can now construct your turrets instantly and the cost of Redeploy is reduced to 0 Action Points.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1566
21,CASTTIME_CHANGE,1615,Master Rune of Speed,1800,1,3 -> OnPreviousComponentApplied,,Inscribes a Master rune into the ground for {COM_0_DURA_SECONDS}. Groupmates within 100 feet of the Rune of Speed have their buildup times reduced by 0.25 seconds.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1616
21,CASTTIME_CHANGE,1828,Crushing Blows,904,2,3 -> OnPreviousComponentApplied,Damage,"You cause your pet to explode, dealing {ABIL_15_COM_0_VAL0_DAMAGE} to enemies within {ABIL_15_COM_0_RADI_FEET}.  For the next {COM_2_DURA_SECONDS}, the next different squig other than the one that just exploded will be summoned instantly.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1829
21,CASTTIME_CHANGE,1836,Lashing Power,904,2,3 -> OnPreviousComponentApplied,Heal,"You eat your squig, gaining {COM_0_VAL0_HEALTH}. For the next {COM_2_DURA_SECONDS}, the next different squig other than the one that was just eaten will be summoned instantly.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1837
21,CASTTIME_CHANGE,1867,Mythical Marking,3063,0,1 -> OnApply,,"Plink now builds up {COM_0_VAL0_SECONDS} faster, but the cost is increased by {COM_1_VAL1_ACTIONPOINTS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1868
21,CASTTIME_CHANGE,1941,Arrow,950,0,1 -> OnApply,Stun,"Your can now resurrect allies instantly, but you are stunned for {ABIL_1908_COM_5_DURA_SECONDS} after casting.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1942
21,CASTTIME_CHANGE,1955,AnimTest_Beckon,18312,1,1 -> OnApply,,Reduces the build time of I'll Take That! by {COM_1_VAL0_SECONDS} but increases the cost by {COM_0_VAL1_ACTIONPOINTS},C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1956
21,CASTTIME_CHANGE,3192,Stunning Swipe,17939,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 25682
21,CASTTIME_CHANGE,3368,Fleshy Explosion,3236,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 59438
21,CASTTIME_CHANGE,3408,Punishment Cage,9418,1,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 67198
21,CASTTIME_CHANGE,3465,Gor Generic: High Damage Hit,3163,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 78256
21,CASTTIME_CHANGE,3518,Old Sovereign GIAB - Disciple - Reaping,8202,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 88538
21,CASTTIME_CHANGE,3556,Melee DPS Proc A,1314,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 95910
21,CASTTIME_CHANGE,3560,Magic DPS Proc A,11400,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 96686
21,CASTTIME_CHANGE,3570,Rogue DPS Reactive A,1901,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 98626
21,CASTTIME_CHANGE,3668,Sweeping Impact,8297,2,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 117477
21,CASTTIME_CHANGE,3715,Mount - Light - High Elf,11326,0,1 -> OnApply,,Your Critical Shot has left you Unsteady. Your next attack will take 1.5 seconds longer to build,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 3716
21,CASTTIME_CHANGE,3950,Barbed Wire Root/Snare,12239,1,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 171215
21,CASTTIME_CHANGE,4382,Shout,4424,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1419923
21,CASTTIME_CHANGE,4428,Spl_S,4475,1,7 -> OnPreviousComponentTick,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1428847
21,CASTTIME_CHANGE,4443,Spl_S,4486,1,5 -> OnBuffEnded,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1431563
21,CASTTIME_CHANGE,4859,Drenched,4860,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1469590
21,CASTTIME_CHANGE,4860,Skaven PaM - FORM OF... A SKAVEN!,4861,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1469784
46,CATAPULT,1542,Witchfinder's Protection,3266,1,1 -> OnApply,Snare,"You set up a device which unleashes a powerful wave of force, pulling up to six enemy players within {COM_1_RADI_FEET} inwards towards it and knocking down monsters. 1 second later, the device blasts outwards and snares all enemies within {COM_3_RADI_FEET}, reducing their movement speed by {COM_3_VAL0}% for {COM_3_DURA_SECONDS}.<BR>The attack uses the Ranged statistic.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1543
46,CATAPULT,1776,Flail,3589,3,3 -> OnPreviousComponentApplied,Damage,"You frantically lash out at everything nearby for up to {COM_0_DURA_SECONDS}, dealing {COM_1_VAL0_DAMAGE} every 2 seconds to all enemies within {COM_1_RADI_FEET}. Each time you deal damage, you'll randomly pull one of the victims in towards you.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1777
46,CATAPULT,3145,Fate,9798,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 16498
46,CATAPULT,3245,Slaurith's Target Chain,3375,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 35964
46,CATAPULT,3250,Blood Armor,12650,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 36934
46,CATAPULT,3251,Blood Rage,12650,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 37128
46,CATAPULT,3304,Lileath's Tear,3589,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 47410
46,CATAPULT,3331,Shield Wall,15544,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 52454
46,CATAPULT,8410,Terrible Embrace,9798,1,3 -> OnPreviousComponentApplied,,Extends a tendril of energy to pull an opposing player towards you. Monster targets will be dragged to the ground.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 8411
46,CATAPULT,8499,Chaotic Rift,9775,2,3 -> OnPreviousComponentApplied,,"A rift in the warp is opened briefly, pulling up to six enemy players within {COM_1_RADI_FEET} of the vortex towards it's center and then snaring everyone within {COM_4_RADI_FEET} a second later by {COM_4_VAL0}% for {COM_4_DURA_SECONDS}. Monsters will be knocked down by the initial pull.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 8500
46,CATAPULT,9057,Wings of Heaven,11128,0,1 -> OnApply,Snare,"You magically leap through the air towards your target.  When you land, all enemies around you will become snared for 10 seconds, reducing their run speed by 60%.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 9058
46,CATAPULT,9178,Fetch!,12650,1,3 -> OnPreviousComponentApplied,,"You command your War Lion to toss its target through the air, knocking them closer to you.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 9179
46,CATAPULT,9186,Pounce,12203,0,1 -> OnApply,Damage,"You pounce forwards, leaping towards your target and causing {COM_2_VAL0_DAMAGE} when you land.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 9187
46,CATAPULT,13352,Funeral Call,23927,1,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1729248
46,CATAPULT,13790,Ualatp's Displacement,16773,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1810633
46,CATAPULT,15544,Terrible Embrace-TEST,15568,1,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 850844
46,CATAPULT,19708,Termination,19712,1,3 -> OnPreviousComponentApplied,,Pulls your target to you.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 19709
46,CATAPULT,24604,Proper Greeting,24959,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1949814
46,CATAPULT,24621,Tackle,24697,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1953112
46,CATAPULT,24674,Dismount,26428,2,3 -> OnPreviousComponentApplied,,A swift dismount that will hurl you to the targeted location within the area of a Keep. If used outside of the area of a Keep your mount will rear in disapproval and buck you off.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 24675
46,CATAPULT,24845,Scurry Away!,26627,7,3 -> OnPreviousComponentApplied,"Root, Snare","Removes any currently active roots and snares, and increases your speed by {COM_6_VAL0}%. If a Friendly Rat Ogre is within {COM_7_RADI_FEET}, you will leap to his location.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 24846
46,CATAPULT,24874,Creature-Killer,26730,3,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 2005597
20,COOLDOWN_CHANGE,630,;Used for Slayer mechanic,1010,2,1 -> OnApply,Damage,"All of your abilities will cost 25% fewer action points, cool down 50% faster, and deal 20% more damage for 7 seconds.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 631
20,COOLDOWN_CHANGE,1369,Lookit What I Did!,1446,3,3 -> OnPreviousComponentApplied,Damage,A furious counterattack that deals {COM_0_VAL0_DAMAGE} and will knock your target down for {COM_1_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1370
20,COOLDOWN_CHANGE,1464,Shatter Limbs,3728,1,3 -> OnPreviousComponentApplied,Damage,"You brutally crush all enemies within {COM_0_RADI_FEET}, dealing {COM_0_VAL0_DAMAGE}. Your merciless display of savagery intimidates your enemy, increasing their cooldown timers by 5 seconds for {COM_1_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1465
20,COOLDOWN_CHANGE,1473,Solar Flare,3844,0,1 -> OnApply,,Cooldowns on your Exhaustive Attacks are reduced by {COM_0_VAL0}%.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1474
20,COOLDOWN_CHANGE,1484,Get Thee Behind Me!,3727,0,1 -> OnApply,,"While you are in the Berserk state, all of your cooldowns are reduced by 5 seconds.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1485
20,COOLDOWN_CHANGE,1626,Judgment,1752,1,1 -> OnApply,,Cooldown on Rune of Cleansing is removed and the cost increased to 40 Action Points.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1627
20,COOLDOWN_CHANGE,1691,Divine Replenishment,1530,1,3 -> OnPreviousComponentApplied,"Knockdown, Immunity, Stagger, Silence, Disarm, Damage","Deals {COM_0_VAL0_DAMAGE}. Increases cooldowns on target by {COM_1_VAL0_SECONDS} for {COM_1_DURA_SECONDS}. Group members within 100 feet become Unstoppable for {ABIL_414_COM_0_DURA_SECONDS}, granting immunity to all Stagger, Knockdown, Disarm, or Silence effects.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1692
