RequirementId,Direction,SourceKind,SourceId,SourceLabel,SourceField,ExtSlotIndex,LinkedRequirementId,RelatedAbilities,ContextTags,SourcePath,SourceLocation,Notes
9260,Inbound,Component,14683,Component 14683 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14647 (Forceful Weapons II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1602603,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14684,Component 14684 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14648 (Forceful Weapons III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1602868,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14685,Component 14685 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14649 (Forceful Bolts I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603133,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14686,Component 14686 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14650 (Forceful Bolts II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603398,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14687,Component 14687 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14651 (Forceful Bolts III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603663,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14688,Component 14688 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14652 (Forceful Mending I),Heal,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603928,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14689,Component 14689 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14653 (Forceful Mending II),Heal,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1604193,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14690,Component 14690 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14654 (Forceful Mending III),Heal,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1604458,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14691,Component 14691 (AP_REGEN_CHANGE),ExtData[1].Val6,1,9260,14655 (Enhanced Vigor I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1604723,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14692,Component 14692 (AP_REGEN_CHANGE),ExtData[1].Val6,1,9260,14656 (Enhanced Vigor II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1604988,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14693,Component 14693 (AP_REGEN_CHANGE),ExtData[1].Val6,1,9260,14657 (Enhanced Vigor III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1605253,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14694,Component 14694 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14658 (Suppress Destruction I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1605518,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14695,Component 14695 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14659 (Suppress Destruction II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1605783,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14696,Component 14696 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14660 (Suppress Destruction III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1606048,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14697,Component 14697 (EVENT_LISTENER),ExtData[1].Val6,1,9260,"14661 (Thornshield I), 14662 (Thornshield II), 14663 (Thornshield III)",Damage,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1606313,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14701,Component 14701 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14664 (Enhanced Glory I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1607043,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14702,Component 14702 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14665 (Enhanced Glory II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1607308,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9260,Inbound,Component,14703,Component 14703 (BONUS_TYPE_ADJUST),ExtData[1].Val6,1,9260,14666 (Enhanced Glory III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1607573,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9261,Inbound,Ability,1008,Ability 1008 (Guard),ExtData[2].Val6,2,9261,1008 (Guard),,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 297776,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9261,Inbound,Ability,15518,Ability 15518 (Guard TEST),ExtData[2].Val6,2,9261,15518 (Guard TEST),,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 845895,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9262,Inbound,Requirement,9263,Requirement 9263,ExtData[1].Val6,1,9262,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 26363,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9263,Inbound,Component,9263,Component 9263 (KNOCKBACK),ExtData[1].Val6,1,9263,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 658010,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9263,Outbound,Requirement,9263,Requirement 9263,ExtData[1].Val6,1,9262,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 26363,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9265,Inbound,Component,1909,Component 1909 (DISPEL_BUFF),ExtData[2].Val6,2,9265,264 (Waaagh! Heal Counter),Heal,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 237361,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9265,Inbound,Component,1912,Component 1912 (DISPEL_BUFF),ExtData[2].Val6,2,9265,266 (Waaagh! Damage Counter),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 237859,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9265,Outbound,Requirement,9265,Requirement 9265,ExtData[0].Val6,0,9169,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 26547,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9266,Inbound,Requirement,9274,Requirement 9274,ExtData[1].Val6,1,9266,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 27408,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9267,Inbound,Requirement,9275,Requirement 9275,ExtData[1].Val6,1,9267,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 27500,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9268,Inbound,Requirement,9276,Requirement 9276,ExtData[1].Val6,1,9268,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 27592,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14371,Component 14371 (STAT_CHANGE),ExtData[3].Val6,3,9269,14545 (Enhanced Brawn I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1549195,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14372,Component 14372 (STAT_CHANGE),ExtData[3].Val6,3,9269,14546 (Enhanced Brawn II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1549460,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14373,Component 14373 (STAT_CHANGE),ExtData[3].Val6,3,9269,14547 (Enhanced Brawn III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1549725,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14374,Component 14374 (STAT_CHANGE),ExtData[3].Val6,3,9269,14548 (Enhanced Knowledge I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1549990,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14375,Component 14375 (STAT_CHANGE),ExtData[3].Val6,3,9269,14549 (Enhanced Knowledge II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1550255,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14376,Component 14376 (STAT_CHANGE),ExtData[3].Val6,3,9269,14550 (Enhanced Knowledge III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1550520,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14377,Component 14377 (STAT_CHANGE),ExtData[3].Val6,3,9269,14551 (Enhanced Wisdom I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1550785,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14378,Component 14378 (STAT_CHANGE),ExtData[3].Val6,3,9269,14552 (Enhanced Wisdom II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1551050,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14379,Component 14379 (STAT_CHANGE),ExtData[3].Val6,3,9269,14553 (Enhanced Wisdom III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1551315,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14380,Component 14380 (STAT_CHANGE),ExtData[3].Val6,3,9269,14554 (Enhanced Aim I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1551580,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14381,Component 14381 (STAT_CHANGE),ExtData[3].Val6,3,9269,14555 (Enhanced Aim II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1551845,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14382,Component 14382 (STAT_CHANGE),ExtData[3].Val6,3,9269,14556 (Enhanced Aim III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1552110,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14383,Component 14383 (STAT_CHANGE),ExtData[3].Val6,3,9269,14557 (Enhanced Reflexes I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1552375,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14384,Component 14384 (STAT_CHANGE),ExtData[3].Val6,3,9269,14558 (Enhanced Reflexes II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1552640,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14385,Component 14385 (STAT_CHANGE),ExtData[3].Val6,3,9269,14559 (Enhanced Reflexes III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1552905,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14386,Component 14386 (STAT_CHANGE),ExtData[3].Val6,3,9269,14560 (Enhanced Endurance I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1553170,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14387,Component 14387 (STAT_CHANGE),ExtData[3].Val6,3,9269,14561 (Enhanced Endurance II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1553435,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14388,Component 14388 (STAT_CHANGE),ExtData[3].Val6,3,9269,14562 (Enhanced Endurance III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1553700,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14389,Component 14389 (STAT_CHANGE),ExtData[3].Val6,3,9269,14563 (Enhanced Readiness I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1553965,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14390,Component 14390 (STAT_CHANGE),ExtData[3].Val6,3,9269,14564 (Enhanced Readiness II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1554230,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14391,Component 14391 (STAT_CHANGE),ExtData[3].Val6,3,9269,14565 (Enhanced Readiness III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1554495,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14392,Component 14392 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9269,14566 (Enhanced Training I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1554760,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14393,Component 14393 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9269,14567 (Enhanced Training II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1555025,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Inbound,Component,14394,Component 14394 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9269,14568 (Enhanced Training III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1555290,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Outbound,Requirement,9269,Requirement 9269,ExtData[1].Val6,1,9273,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 26915,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9269,Outbound,Requirement,9269,Requirement 9269,ExtData[0].Val6,0,9274,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 26915,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14395,Component 14395 (STAT_CHANGE),ExtData[3].Val6,3,9270,14569 (Spirit Deflection I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1555555,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14396,Component 14396 (STAT_CHANGE),ExtData[3].Val6,3,9270,14570 (Spirit Deflection II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1555820,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14397,Component 14397 (STAT_CHANGE),ExtData[3].Val6,3,9270,14571 (Spirit Deflection III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1556085,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14398,Component 14398 (STAT_CHANGE),ExtData[3].Val6,3,9270,14572 (Corporeal Deflection I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1556350,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14399,Component 14399 (STAT_CHANGE),ExtData[3].Val6,3,9270,14573 (Corporeal Deflection II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1556615,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14400,Component 14400 (STAT_CHANGE),ExtData[3].Val6,3,9270,14574 (Corporeal Deflection III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1556880,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14401,Component 14401 (STAT_CHANGE),ExtData[3].Val6,3,9270,14575 (Elemental Deflection I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1557145,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14402,Component 14402 (STAT_CHANGE),ExtData[3].Val6,3,9270,14576 (Elemental Deflection II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1557410,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14403,Component 14403 (STAT_CHANGE),ExtData[3].Val6,3,9270,14577 (Elemental Deflection III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1557675,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14404,Component 14404 (ARMOR_CHANGE),ExtData[3].Val6,3,9270,14578 (Weapon Deflection I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1557940,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14405,Component 14405 (ARMOR_CHANGE),ExtData[3].Val6,3,9270,14579 (Weapon Deflection II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1558205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14406,Component 14406 (ARMOR_CHANGE),ExtData[3].Val6,3,9270,14580 (Weapon Deflection III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1558470,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14407,Component 14407 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14581 (Arrow Avoidance I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1558735,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14408,Component 14408 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14582 (Arrow Avoidance II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1559000,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14409,Component 14409 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14583 (Arrow Avoidance III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1559265,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14662,Component 14662 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14584 (Blade Avoidance I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1597929,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14663,Component 14663 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14585 (Blade Avoidance II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1598194,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14664,Component 14664 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14586 (Blade Avoidance III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1598459,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14665,Component 14665 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14587 (Magic Avoidance I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1598724,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14666,Component 14666 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14588 (Magic Avoidance II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1598989,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14667,Component 14667 (DEFENSIVE_STAT_CHANGE),ExtData[3].Val6,3,9270,14589 (Magic Avoidance III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1599254,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14676,Component 14676 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9270,14590 (Enhanced Fame I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1600748,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14677,Component 14677 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9270,14591 (Enhanced Fame II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1601013,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Inbound,Component,14678,Component 14678 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9270,14592 (Enhanced Fame III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1601278,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Outbound,Requirement,9270,Requirement 9270,ExtData[1].Val6,1,9273,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 27007,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9270,Outbound,Requirement,9270,Requirement 9270,ExtData[0].Val6,0,9275,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 27007,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14679,Component 14679 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14643 (Forceful Magic I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1601543,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14680,Component 14680 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14644 (Forceful Magic II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1601808,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14681,Component 14681 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14645 (Forceful Magic III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1602073,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14682,Component 14682 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14646 (Forceful Weapons I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1602338,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14683,Component 14683 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14647 (Forceful Weapons II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1602603,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14684,Component 14684 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14648 (Forceful Weapons III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1602868,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14685,Component 14685 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14649 (Forceful Bolts I),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603133,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14686,Component 14686 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14650 (Forceful Bolts II),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603398,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14687,Component 14687 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14651 (Forceful Bolts III),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603663,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9271,Inbound,Component,14688,Component 14688 (BONUS_TYPE_ADJUST),ExtData[3].Val6,3,9271,14652 (Forceful Mending I),Heal,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1603928,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
