RequirementId,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,SemanticSummary,Confidence,Notes
9105,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9105,ExtData[0].Val2,1,1,3,AbilityOperation: 3=BuffGroupCounterSum.,Confirmed,
9105,ExtData[0].Val3,1,1,5,AbilityCondition: 5=GreaterThanEqual.,Confirmed,
9105,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9105,ExtData[0].Val6,1,1,174,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9105,ExtData[0].Val7,1,1,2,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9105,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9105,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9105,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9105,ExtData[1].Val6,1,1,255,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9106,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9106,ExtData[0].Val2,1,1,3,AbilityOperation: 3=BuffGroupCounterSum.,Confirmed,
9106,ExtData[0].Val3,1,1,5,AbilityCondition: 5=GreaterThanEqual.,Confirmed,
9106,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9106,ExtData[0].Val6,1,1,174,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9106,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9106,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9106,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9106,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9106,ExtData[1].Val6,1,1,255,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9106,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9107,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9107,ExtData[0].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9107,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9107,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9107,ExtData[0].Val6,1,1,9105,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9105.
9107,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9107,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9107,ExtData[1].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9107,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9107,ExtData[1].Val6,1,1,9106,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9106.
9107,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9108,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9108,ExtData[0].Val2,1,1,3,AbilityOperation: 3=BuffGroupCounterSum.,Confirmed,
9108,ExtData[0].Val3,1,1,5,AbilityCondition: 5=GreaterThanEqual.,Confirmed,
9108,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9108,ExtData[0].Val6,1,1,174,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9108,ExtData[0].Val7,1,1,4,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9108,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9108,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9108,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9108,ExtData[1].Val6,1,1,259,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9109,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9109,ExtData[0].Val2,1,1,3,AbilityOperation: 3=BuffGroupCounterSum.,Confirmed,
9109,ExtData[0].Val3,1,1,5,AbilityCondition: 5=GreaterThanEqual.,Confirmed,
9109,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9109,ExtData[0].Val6,1,1,174,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9109,ExtData[0].Val7,1,1,3,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9109,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9109,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9109,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9109,ExtData[1].Val6,1,1,259,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9109,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9110,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9110,ExtData[0].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9110,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9110,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9110,ExtData[0].Val6,1,1,9108,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9108.
9110,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9110,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9110,ExtData[1].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9110,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9110,ExtData[1].Val6,1,1,9109,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9109.
9110,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9111,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9111,ExtData[0].Val2,1,1,53,AbilityOperation: 53=Unk53.,Confirmed,
9111,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9111,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9111,ExtData[0].Val6,1,1,106,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9111,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9111,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9111,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9111,ExtData[1].Val6,1,1,278,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9112,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9112,ExtData[0].Val2,1,1,53,AbilityOperation: 53=Unk53.,Confirmed,
9112,ExtData[0].Val3,1,1,4,AbilityCondition: 4=LessThanEqual.,Confirmed,
9112,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9112,ExtData[0].Val6,1,1,106,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9112,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9112,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9112,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9112,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9112,ExtData[1].Val6,1,1,278,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9112,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9113,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9113,ExtData[0].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9113,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9113,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9113,ExtData[0].Val6,1,1,9111,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9111.
9113,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9113,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9113,ExtData[1].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9113,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9113,ExtData[1].Val6,1,1,9112,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9112.
9113,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9114,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9114,ExtData[0].Val2,1,1,51,AbilityOperation: 51=TargetBack.,Confirmed,
9114,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9114,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9114,ExtData[0].Val7,1,1,2,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9114,ExtData[0].Val9,1,1,1,Binary flag byte. Position confirmed from decompiled client ExtData schema.,Inferred,
9114,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9114,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9114,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9114,ExtData[1].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9114,ExtData[1].Val6,1,1,314,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9114,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9114,ExtData[2].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9114,ExtData[2].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9114,ExtData[2].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9114,ExtData[2].Val6,1,1,598,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9114,ExtData[2].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9115,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9115,ExtData[0].Val2,1,1,21,AbilityOperation: 21=TargetBackSide.,Confirmed,
9115,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9115,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9115,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9115,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9115,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9115,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9115,ExtData[1].Val6,1,1,327,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9115,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9116,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9116,ExtData[0].Val2,1,1,9,AbilityOperation: 9=Random.,Confirmed,
9116,ExtData[0].Val3,1,1,4,AbilityCondition: 4=LessThanEqual.,Confirmed,
9116,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9116,ExtData[0].Val6,1,1,100,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9116,ExtData[0].Val7,1,1,20,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9116,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9116,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9116,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9116,ExtData[1].Val6,1,1,328,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9117,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9117,ExtData[0].Val2,1,1,9,AbilityOperation: 9=Random.,Confirmed,
9117,ExtData[0].Val3,1,1,4,AbilityCondition: 4=LessThanEqual.,Confirmed,
9117,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9117,ExtData[0].Val6,1,1,100,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9117,ExtData[0].Val7,1,1,33,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9117,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9117,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9117,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9117,ExtData[1].Val6,1,1,328,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9117,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9118,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9118,ExtData[0].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9118,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9118,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9118,ExtData[0].Val6,1,1,9116,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9116.
9118,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9118,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9118,ExtData[1].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9118,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9118,ExtData[1].Val6,1,1,9117,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9117.
9118,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9119,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9119,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9119,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9119,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9119,ExtData[0].Val6,1,1,329,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9119,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9119,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9119,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9119,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9119,ExtData[1].Val6,1,1,346,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9119,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9120,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9120,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9120,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9120,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9120,ExtData[0].Val6,1,1,330,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9120,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9120,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9120,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9120,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9120,ExtData[1].Val6,1,1,346,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9120,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9121,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9121,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9121,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9121,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9121,ExtData[0].Val6,1,1,331,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9121,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9121,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9121,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9121,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9121,ExtData[1].Val6,1,1,346,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9121,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9122,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9122,ExtData[0].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9122,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9122,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9122,ExtData[0].Val6,1,1,9119,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9119.
9122,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9122,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9122,ExtData[1].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9122,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9122,ExtData[1].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9122,ExtData[1].Val6,1,1,9120,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9120.
9122,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9122,ExtData[2].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9122,ExtData[2].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9122,ExtData[2].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9122,ExtData[2].Val6,1,1,9121,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9121.
9122,ExtData[2].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9123,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9123,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9123,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9123,ExtData[0].Val6,1,1,354,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9123,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9124,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9124,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9124,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9124,ExtData[0].Val6,1,1,355,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9124,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9125,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9125,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9125,ExtData[0].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9125,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9125,ExtData[0].Val6,1,1,354,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9125,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9125,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9125,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9125,ExtData[1].Val6,1,1,355,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9126,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9126,ExtData[0].Val2,1,1,9,AbilityOperation: 9=Random.,Confirmed,
9126,ExtData[0].Val3,1,1,4,AbilityCondition: 4=LessThanEqual.,Confirmed,
9126,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9126,ExtData[0].Val6,1,1,100,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9126,ExtData[0].Val7,1,1,50,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9126,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9126,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9126,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9126,ExtData[1].Val6,1,1,28,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9127,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9127,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9127,ExtData[0].Val3,1,1,5,AbilityCondition: 5=GreaterThanEqual.,Confirmed,
9127,ExtData[0].Val4,1,1,9,AbilityLogicOperator: 9=Or.,Confirmed,
9127,ExtData[0].Val6,1,1,28,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9127,ExtData[0].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9127,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9127,ExtData[1].Val2,1,1,10,AbilityOperation: 10=RequirmentGroupCheck.,Confirmed,
9127,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9127,ExtData[1].Val6,1,1,9126,Every distinct observed value in this field matches a known RequirementId row.,Inferred,Example requirement ids: 9126.
9127,ExtData[1].Val7,1,1,1,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9128,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9128,ExtData[0].Val2,1,1,9,AbilityOperation: 9=Random.,Confirmed,
9128,ExtData[0].Val3,1,1,4,AbilityCondition: 4=LessThanEqual.,Confirmed,
9128,ExtData[0].Val4,1,1,8,AbilityLogicOperator: 8=And.,Confirmed,
9128,ExtData[0].Val6,1,1,100,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9128,ExtData[0].Val7,1,1,50,Operation-specific auxiliary parameter. Position confirmed from decompiled client ExtData schema.,Inferred,
9128,ExtData[1].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9128,ExtData[1].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
9128,ExtData[1].Val3,1,1,1,AbilityCondition: 1=Equal.,Confirmed,
9128,ExtData[1].Val6,1,1,17,"Operation-specific reference value (RequirementId child link, ability ID, monster type, or other reference depending on AbilityOperation). Position confirmed from decompiled client ExtData schema.",Inferred,
9129,ExtData[0].Val1,1,1,1,AbilitySourceType: 1=Cast.,Confirmed,
9129,ExtData[0].Val2,1,1,6,AbilityOperation: 6=BuffGroupCount.,Confirmed,
