AbilityId,Name,CoverageStatus,EffectId,HasClientCsv,HasClientBin,HasLocalizedName,HasDescriptionText,HasEffectText,HasRootEffectRow,RelatedEffectCount,ComponentCount,RequirementLinkCount,RequirementRowCount,HasPregameReference,SourcesText,MissingText
5737,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5738,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5739,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5740,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5741,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5742,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5743,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5744,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5745,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5746,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5747,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5748,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5749,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5750,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5751,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5752,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5753,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5754,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5755,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5756,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5757,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5758,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5759,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5760,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5761,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5762,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5763,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5764,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5765,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5766,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5767,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5768,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5769,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5770,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5771,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5772,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5773,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5774,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5775,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5776,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5777,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5778,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5779,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5780,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5781,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5782,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5783,Ben,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5784,Fireball Charge,Mapped,1552,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
5785,Fire Inferno,Mapped,3079,Yes,Yes,Yes,Yes,No,Yes,9,1,0,0,No,"csv, bin, strings",effect-text
5786,Orb of Light Aura,Mapped,3210,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5787,Essence Aura,Mapped,3211,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5788,Fires of Tzeentch Targeting,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
5789,Water Cyclone,Mapped,3204,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5790,Air Cyclone,Mapped,3203,Yes,Yes,Yes,Yes,No,Yes,42,2,0,0,No,"csv, bin, strings",effect-text
5791,Fire Cyclone,Mapped,3202,Yes,Yes,Yes,Yes,No,Yes,2,3,0,0,No,"csv, bin, strings",effect-text
5792,Fate's Blessing,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5793,Fires of Tzeentch,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5794,Horror Magic Bolt,Mapped,3199,Yes,Yes,Yes,Yes,No,Yes,47,1,0,0,No,"csv, bin, strings",effect-text
5795,Flash Stun,Mapped,3198,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
5796,Silence Winds,Mapped,3197,Yes,Yes,Yes,Yes,No,Yes,15,1,0,0,No,"csv, bin, strings",effect-text
5797,Horrific Scream,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5798,Will of Tchar,Mapped,3195,Yes,Yes,Yes,Yes,No,Yes,5,4,0,0,No,"csv, bin, strings",effect-text
5799,Arc of Fate,Mapped,3194,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
5800,Stomp,Mapped,3237,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5801,Bloody Roar,Mapped,3238,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5802,Frenzy,Mapped,3239,Yes,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"csv, bin, strings",effect-text
5803,Slice,Mapped,3965,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5804,Pummel,Mapped,3241,Yes,Yes,Yes,Yes,No,Yes,2,3,0,0,No,"csv, bin, strings",effect-text
5805,Blood Blessing,Mapped,3242,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5806,Disabling Strike,Mapped,1142,Yes,Yes,Yes,Yes,No,Yes,8,2,0,0,No,"csv, bin, strings",effect-text
5807,Blood Sweep,Mapped,3243,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5808,Bleeding Gash,Mapped,1125,Yes,Yes,Yes,Yes,No,Yes,38,1,0,0,No,"csv, bin, strings",effect-text
5809,Scent of Blood,Mapped,3244,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5810,Slaurith Target,Mapped,3245,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5811,Bleeding Shout,Mapped,3246,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5812,Blood Shards,Mapped,3247,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5813,Volatile Injection,Mapped,3248,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5814,Volatile Burst,Mapped,2027,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
5815,De-target,Mapped,3245,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5816,Blood Armor,Mapped,3250,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5817,Dispel Blood Armor,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5818,Blood Armor Counter,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5819,Mark of Grimnir,Mapped,3253,Yes,Yes,Yes,Yes,No,Yes,9,2,0,0,No,"csv, bin, strings",effect-text
5820,Winter's Embrace,Mapped,3254,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
5821,Grimnir's Wrath,Mapped,3255,Yes,Yes,Yes,Yes,No,Yes,12,2,0,0,No,"csv, bin, strings",effect-text
5822,Grimnir's Plague,Mapped,3256,Yes,Yes,Yes,Yes,No,Yes,2,4,0,0,No,"csv, bin, strings",effect-text
5823,Radiant Fire,Mapped,3268,Yes,Yes,Yes,Yes,No,Yes,39,1,0,0,No,"csv, bin, strings",effect-text
5824,Deathsword Relic,Mapped,3257,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5825,Heart of Rebellion,Mapped,3258,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5826,Soul Siphon,Mapped,3260,Yes,Yes,Yes,Yes,No,Yes,45,2,0,0,No,"csv, bin, strings",effect-text
5827,Cannon Blast,Mapped,3261,Yes,Yes,Yes,Yes,No,Yes,6,2,0,0,No,"csv, bin, strings",effect-text
5828,Steam Blast,Mapped,3262,Yes,Yes,Yes,Yes,No,Yes,11,2,0,0,No,"csv, bin, strings",effect-text
5829,Concentrated Fire,Mapped,3263,Yes,Yes,Yes,Yes,No,Yes,12,8,0,0,No,"csv, bin, strings",effect-text
5830,Grape Shot,Mapped,3264,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
5831,Drop Supplies,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
5832,Heavy Lifting,Mapped,3265,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5833,Grimclan Effects,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5834,Indecision,Mapped,3269,Yes,Yes,Yes,Yes,No,Yes,8,1,0,0,No,"csv, bin, strings",effect-text
5835,Blinding Flash,Mapped,3271,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
5836,De-Target Players,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5837,Luck Gnoblar,Mapped,1240,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5838,Bloodstorm,Mapped,3275,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5839,Lance of Agony,Mapped,3276,Yes,Yes,Yes,Yes,No,Yes,43,2,0,0,No,"csv, bin, strings",effect-text
5840,Bolt Blast,Mapped,3280,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
5841,Called Shot,Mapped,3281,Yes,Yes,Yes,Yes,No,Yes,5,2,0,0,No,"csv, bin, strings",effect-text
5842,Skaven Bomb,Mapped,3205,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5843,Exposed Wound,Mapped,3062,Yes,Yes,Yes,Yes,No,Yes,45,2,0,0,No,"csv, bin, strings",effect-text
5844,Enfeebling Shot,Mapped,3063,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
5845,Directed Shot,Mapped,3064,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
5846,Just Cause,Mapped,3065,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
5847,Concussive Shot,Mapped,3066,Yes,Yes,Yes,Yes,No,Yes,47,2,0,0,No,"csv, bin, strings",effect-text
5848,Damning Words,Mapped,3067,Yes,Yes,Yes,Yes,No,Yes,17,1,0,0,No,"csv, bin, strings",effect-text
5849,Righteous Strike,Mapped,3068,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
5850,Righteous Faith,Mapped,3069,Yes,Yes,Yes,Yes,No,Yes,36,1,0,0,No,"csv, bin, strings",effect-text
5851,Faith of the Masses,Mapped,3070,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
5852,Faith of Redemption,Mapped,3071,Yes,Yes,Yes,Yes,No,Yes,9,1,0,0,No,"csv, bin, strings",effect-text
5853,Divine Shield,Mapped,3072,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
5854,Purity of Faith,Mapped,3073,Yes,Yes,Yes,Yes,No,Yes,12,3,0,0,No,"csv, bin, strings",effect-text
5855,Lingering Pain,Mapped,3074,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"csv, bin, strings",effect-text
5856,Searing Pain,Mapped,3075,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
5857,Smoking Wounds,Mapped,3076,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
5858,Flames of Retribution,Mapped,3077,Yes,Yes,Yes,Yes,No,Yes,7,3,0,0,No,"csv, bin, strings",effect-text
5859,Pillars of Fire,Mapped,3078,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
5860,Blastwave,Mapped,3079,Yes,Yes,Yes,Yes,No,Yes,9,3,0,0,No,"csv, bin, strings",effect-text
5861,Furious Strike,Mapped,3080,Yes,Yes,Yes,Yes,No,Yes,16,2,0,0,No,"csv, bin, strings",effect-text
5862,Commanding Advantage,Mapped,3081,Yes,Yes,Yes,Yes,No,Yes,11,2,0,0,No,"csv, bin, strings",effect-text
5863,Imperial Banner,Mapped,3082,Yes,Yes,Yes,Yes,No,Yes,7,1,0,0,No,"csv, bin, strings",effect-text
5864,Shield Bash,Mapped,3083,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5865,Piercing Blow,Mapped,3084,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
5866,Cannon Blast,Mapped,3261,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
5867,Putrid Eruption,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5868,Sigmar's Comet,Mapped,1231,Yes,Yes,Yes,Yes,No,Yes,5,3,0,0,No,"csv, bin, strings",effect-text
5869,Sean Test,Mapped,3299,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
5870,Sigmar's Comet Preparation,Mapped,1232,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
5871,Guardian of Courage,Mapped,1234,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5872,Guardian of Honour,Mapped,1235,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5873,Guardian of Fortitude,Mapped,1236,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5874,Unflinching Honor,Mapped,1237,Yes,Yes,Yes,Yes,No,Yes,40,3,0,0,No,"csv, bin, strings",effect-text
5875,Ursan Strength,Mapped,1241,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5876,Cannon Blast,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
5877,Organ Blast,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
5878,Explosion,Mapped,3152,Yes,Yes,Yes,Yes,No,Yes,5,2,0,0,No,"csv, bin, strings",effect-text
5879,Land Mine,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
5880,Dynamite,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5881,Siege Fire,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5882,Steam Tank Invuln,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5883,Hellcannon Fire,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5884,Dummy Remote,Mapped,697,Yes,Yes,Yes,Yes,No,Yes,13,1,0,0,No,"csv, bin, strings",effect-text
5885,Dripping Wound,Mapped,3906,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
5886,Disturbing Whispers,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
5887,Lethargic Touch,Mapped,3907,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
5888,Swamp Fever,Mapped,3266,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5889,Grasping Bones,Mapped,3910,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
5890,Headbutt,Mapped,3911,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
5891,Rain of Blood,Mapped,3912,Yes,Yes,Yes,Yes,No,Yes,35,3,0,0,No,"csv, bin, strings",effect-text
5892,Mark of Bloodbane,Mapped,3913,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
5893,Gassy Corpse,Mapped,3205,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5894,Voracious Swing,Mapped,3041,Yes,Yes,Yes,Yes,No,Yes,12,4,0,0,No,"csv, bin, strings",effect-text
5895,Headbite,Mapped,3221,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
5896,Bullrush,Mapped,3091,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5897,Soul Call,Mapped,3915,Yes,Yes,Yes,Yes,No,Yes,4,4,0,0,No,"csv, bin, strings",effect-text
5898,Channeled Fury,Mapped,3916,Yes,Yes,Yes,Yes,No,Yes,18,2,0,0,No,"csv, bin, strings",effect-text
5899,Disfiguring Blow,Mapped,1729,Yes,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"csv, bin, strings",effect-text
5900,Banshee Ghost,Mapped,1178,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5901,Wraith Ghost,Mapped,1179,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5902,Spirit Host Ghost,Mapped,1180,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5903,General Ghost,Mapped,1181,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
5904,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5905,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5906,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5907,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5908,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5909,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5910,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5911,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5912,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5913,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5914,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5915,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5916,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5917,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5918,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5919,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5920,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5921,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5922,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5923,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5924,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5925,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5926,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5927,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5928,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5929,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5930,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5931,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5932,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5933,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5934,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5935,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5936,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5937,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5938,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5939,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5940,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5941,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5942,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5943,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5944,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5945,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5946,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
5947,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
